Startup Name,Industry Vertical,City,Investment Type,Amount in USD,Date
Zarget,Technology,Chennai,Private Equity,6000000.0,2016-03-11
EasyPolicy,Technology,Noida,Private Equity,10000000.0,2016-03-11
Corseco,Technology,New Delhi,Seed Funding,150000.0,2016-04-11
Medzin,E-Commerce,New Delhi,Seed Funding,45000.0,2016-05-11
Bizongo,E-Commerce,Mumbai,Private Equity,3000000.0,2016-05-11
Rivigo,Technology,Gurgaon,Private Equity,75000000.0,2016-07-11
JustRide,Technology,Mumbai,Private Equity,3000000.0,2016-07-11
IIM Jobs,Technology,New Delhi,Private Equity,2000000.0,2016-09-11
Square Yards,Technology,Gurgaon,Private Equity,12000000.0,2016-09-11
GolfLAN,Technology,New Delhi,Private Equity,1000000.0,2016-10-11
ElasticRun,Technology,Pune,Private Equity,2000000.0,2016-11-14
Zefo,E-Commerce,Bangalore,Private Equity,6000000.0,2016-11-15
PlaySimple,Technology,Bangalore,Private Equity,4000000.0,2016-11-15
Stasis Labs,Technology,Bangalore,Private Equity,5000000.0,2016-11-16
Koovs,E-Commerce,New Delhi,Private Equity,13500000.0,2016-11-17
Pictor Imaging,Technology,Mumbai,Seed Funding,147000.0,2016-11-17
GramCover,Finance,New Delhi,Seed Funding,1000000.0,2016-11-18
Bats on delivery,Technology,Gurgaon,Seed Funding,90000.0,2016-11-21
numberz.in,Technology,Gurgaon,Seed Funding,650000.0,2016-11-21
Housing.com,Technology,Mumbai,Private Equity,5000000.0,2016-11-22
Awesummly,Technology,Bangalore,Seed Funding,147000.0,2016-11-22
Vymo,Technology,Bangalore,Private Equity,5000000.0,2016-11-22
Noddapp,Technology,Mumbai,Seed Funding,147000.0,2016-11-22
Knowlarity,Technology,Bangalore,Private Equity,20000000.0,2016-11-23
Infisecure,Technology,Mumbai,Seed Funding,600000.0,2016-11-23
Udaan,E-Commerce,Bangalore,Private Equity,10000000.0,2016-11-23
ShareChat,Technology,Mumbai,Private Equity,4000000.0,2016-11-24
Kloseby,Technology,Bangalore,Seed Funding,100000.0,2016-11-28
WholeSaleBox,E-Commerce,Jaipur,Private Equity,2000000.0,2016-11-28
Affordplan,Technology,New Delhi,Private Equity,3000000.0,2016-11-29
HandyTrain,Technology,Goa,Private Equity,1000000.0,2016-11-30
ShopsUp,E-Commerce,Bangalore,Seed Funding,963000.0,2016-11-30
Indofash,E-Commerce,Bangalore,Seed Funding,150000.0,2016-11-30
Entropika,Technology,Bangalore,Seed Funding,200000.0,2016-11-30
MarianaIQ,Technology,Bangalore,Private Equity,2000000.0,2016-11-30
Chai Thela,Food and Beverage,Noida,Seed Funding,218000.0,2016-11-30
Interviewpad,Technology,Pune,Seed Funding,100000.0,2016-11-30
Math Buddy,Technology,Vadodara,Seed Funding,440000.0,2016-11-30
Pulse,Technology,Bangalore,Private Equity,500000.0,2016-11-30
Carcrew.in,Technology,Mumbai,Seed Funding,500000.0,2016-11-30
Mystifly,Technology,Bangalore,Private Equity,5000000.0,2016-03-10
Uniphore,Technology,Chennai,Private Equity,2000000.0,2016-03-10
World Art Community,E-Commerce,Gurgaon,Seed Funding,200000.0,2016-03-10
Giftxoxo,E-Commerce,Bangalore,Private Equity,450000.0,2016-04-10
India Gifts Portal,E-Commerce,Noida,Private Equity,2000000.0,2016-04-10
Moglix,E-Commerce,Noida,Private Equity,4200000.0,2016-04-10
NetLinx,Technology,Hyderabad,Private Equity,3000000.0,2016-04-10
Remitr,Technology,Mumbai,Seed Funding,1000000.0,2016-04-10
InnerChef,Technology,Gurgaon,Private Equity,2500000.0,2016-04-10
AppsDaily,Technology,Mumbai,Private Equity,3750000.0,2016-04-10
UE LifeSciences,Technology,Mumbai,Private Equity,1200000.0,2016-05-10
RealBox,Technology,Noida,Seed Funding,300000.0,2016-06-10
GoZefo,E-Commerce,Bangalore,Private Equity,1050000.0,2016-06-10
RayIOT,Technology,Bangalore,Seed Funding,100000.0,2016-07-10
KOOH Sports,Technology,Mumbai,Private Equity,2200000.0,2016-07-10
Flexiloans,Technology,Mumbai,Private Equity,15000000.0,2016-07-10
Vithi.com,E-Commerce,New Delhi,Seed Funding,375000.0,2016-10-10
Yupp TV,Technology,Bangalore,Private Equity,50000000.0,2016-11-10
Deyor Camps,Technology,Gurgaon,Seed Funding,500000.0,2016-11-10
FabAlley,E-Commerce,Noida,Private Equity,2000000.0,2016-10-13
RoboVac,Technology,Ahmedabad,Seed Funding,450000.0,2016-10-13
Newspatrolling,Technology,New Delhi,Seed Funding,25000.0,2016-10-14
Postman,Technology,Bangalore,Private Equity,7000000.0,2016-10-14
ISFC,Finance,Hyderabad,Private Equity,6000000.0,2016-10-14
DailyHunt,Technology,Bangalore,Private Equity,25000000.0,2016-10-15
Tazzo Bikes,Technology,Hyderabad,Seed Funding,227000.0,2016-10-15
MyKindofJob,Technology,Mumbai,Seed Funding,1000000.0,2016-10-15
Yumigo,Technology,Gurgaon,Seed Funding,300000.0,2016-10-17
3Dexter,Technology,New Delhi,Seed Funding,150000.0,2016-10-18
MySUN,Technology,Noida,Private Equity,2500000.0,2016-10-18
Furlenco,Technology,Bangalore,Private Equity,30000000.0,2016-10-19
Fisdom,Technology,Bangalore,Private Equity,1100000.0,2016-10-19
Actofit,Technology,Mumbai,Private Equity,750000.0,2016-10-19
ChatOnGo,Technology,Mumbai,Seed Funding,300000.0,2016-10-21
Healthians,Technology,Gurgaon,Private Equity,3000000.0,2016-10-24
Box8,Technology,Mumbai,Private Equity,7500000.0,2016-10-24
Kredx,E-Commerce,Bangalore,Private Equity,6000000.0,2016-10-25
CreditMate,Technology,Mumbai,Seed Funding,500000.0,2016-10-25
SooperMO,Technology,Gurgaon,Seed Funding,100000.0,2016-10-25
OrangeTwig,Technology,New Delhi,Seed Funding,1000000.0,2016-10-26
The Kettlery,E-Commerce,Ahmedabad,Private Equity,1000000.0,2016-10-26
Idea Bubbles,Technology,Bangalore,Private Equity,700000.0,2016-10-27
FR8,Technology,Chennai,Private Equity,971000.0,2016-10-27
Ather Energy,Technology,Bangalore,Private Equity,27000000.0,2016-10-27
Velmenni,Technology,New Delhi,Seed Funding,100000.0,2016-10-29
Volta Motors,Technology,Chennai,Seed Funding,100000.0,2016-10-29
Cyclops,Technology,Bangalore,Seed Funding,100000.0,2016-10-29
Impact Analytics,Technology,Bangalore,Private Equity,750000.0,2016-10-30
Talent Next,Technology,Mumbai,Seed Funding,1000000.0,2016-10-31
Mihup,Technology,Kolkata,Private Equity,6700000.0,2016-01-09
eShakti,E-Commerce,Chennai,Private Equity,1350000.0,2016-06-09
CheersOye!,Technology,Mumbai,Seed Funding,500000.0,2016-06-09
BigStylist,Technology,Mumbai,Private Equity,900000.0,2016-06-09
Zilingo,E-Commerce,Bangalore,Private Equity,8000000.0,2016-07-09
Alternacare,Technology,New Delhi,Seed Funding,500000.0,2016-07-09
Prozo,E-Commerce,Gurgaon,Seed Funding,315000.0,2016-07-09
BuildTraders,E-Commerce,Bangalore,Seed Funding,200000.0,2016-08-09
CureInstant,Technology,New Delhi,Seed Funding,150000.0,2016-10-09
Poshtic,Technology,Noida,Seed Funding,450000.0,2016-10-09
Purple Style Labs,Technology,Mumbai,Seed Funding,448000.0,2016-12-09
Inuxu,Technology,Pune,Private Equity,3000000.0,2016-12-09
Nykaa,E-Commerce,Mumbai,Private Equity,12300000.0,2016-12-09
Glam Studios,Technology,Noida,Seed Funding,300000.0,2016-12-09
NearBuy,Technology,Gurgaon,Private Equity,2500000.0,2016-09-13
Flocareer,Technology,Bangalore,Seed Funding,150000.0,2016-09-14
infeedo,Technology,Gurgaon,Seed Funding,200000.0,2016-09-15
Furlenco,E-Commerce,Bangalore,Private Equity,5000000.0,2016-09-15
GoPigeon,Technology,Bangalore,Private Equity,1500000.0,2016-09-15
NewsDistill,Technology,Hyderabad,Seed Funding,100000.0,2016-09-16
DoctorInsta,Technology,Gurgaon,Private Equity,1000000.0,2016-09-16
Milofy,Technology,Bangalore,Seed Funding,750000.0,2016-09-19
Swiggy,Technology,Bangalore,Private Equity,15000000.0,2016-09-19
JustLikeNew,E-Commerce,Hyderabad,Seed Funding,500000.0,2016-09-20
Co Life,Technology,Bangalore,Seed Funding,1000000.0,2016-09-21
Pepperfry,E-Commerce,Mumbai,Private Equity,31300000.0,2016-09-21
eQuickies,E-Commerce,Ahmedabad,Seed Funding,298000.0,2016-09-21
Khel Now,Technology,New Delhi,Seed Funding,350000.0,2016-09-21
Gadgetwood,Technology,New Delhi,Private Equity,6000000.0,2016-09-22
Flixy Games,Technology,Bangalore,Seed Funding,425000.0,2016-09-22
HashTaag,Technology,Bangalore,Seed Funding,1000000.0,2016-09-22
PharmaRack,Technology,Pune,Private Equity,745000.0,2016-09-22
\\xc2\\xa0CloudCherry,Technology,Chennai,Private Equity,6000000.0,2016-09-23
TinyStep,Technology,Bangalore,Private Equity,1580000.0,2016-09-27
Beardo,E-Commerce,Ahmedabad,Seed Funding,500000.0,2016-09-28
Instacar,Technology,Indore,Seed Funding,1000000.0,2016-09-28
Celes Care,Technology,Hyderabad,Seed Funding,1000000.0,2016-09-28
Druva,Technology,Pune,Private Equity,51000000.0,2016-09-28
Promon,E-Commerce,New Delhi,Seed Funding,180000.0,2016-09-29
Unocoin,Technology,Bangalore,Private Equity,1500000.0,2016-09-29
Zeta,Technology,Mumbai,Private Equity,19000000.0,2016-09-30
HealthKart,E-Commerce,Gurgaon,Private Equity,12000000.0,2016-01-08
Medinfi,Technology,Bangalore,Seed Funding,200000.0,2016-01-08
RepairEasy,Technology,Pune,Seed Funding,275000.0,2016-01-08
Voonik,E-Commerce,Bangalore,Private Equity,3000000.0,2016-01-08
Tokri,Technology,Pune,Private Equity,2500000.0,2016-01-08
Sheroes,Technology,Noida,Private Equity,1800000.0,2016-02-08
Yumlane,Food and Beverage,Mumbai,Seed Funding,1000000.0,2016-02-08
ExtraCarbon,Technology,Gurgaon,Seed Funding,225000.0,2016-03-08
FlickBay,Technology,Mumbai,Seed Funding,890000.0,2016-03-08
Petoo,Technology,Bangalore,Seed Funding,500000.0,2016-04-08
VST Travels,Technology,Trivandrum,Seed Funding,27000.0,2016-06-08
Mojarto,E-Commerce,Gurgaon,Seed Funding,445000.0,2016-08-08
Zipgrid,Technology,Mumbai,Seed Funding,200000.0,2016-08-08
Vebbler,Technology,Bangalore,Seed Funding,500000.0,2016-10-08
Bombay Shaving Company,E-Commerce,New Delhi,Seed Funding,600000.0,2016-10-08
Travelyaari,Technology,Bangalore,Private Equity,7000000.0,2016-11-08
Genextstudents,Technology,Mumbai,Seed Funding,209000.0,2016-11-08
Zenoti,Technology,Hyderabad,Private Equity,15000000.0,2016-11-08
Crofarm,Technology,Gurgaon,Private Equity,1500000.0,2016-12-08
Faircent.com,Technology,Gurgaon,Private Equity,1500000.0,2016-12-08
Innovaccer,Technology,Noida,Private Equity,15600000.0,2016-12-08
Cuberoot,Technology,Gurgaon,Seed Funding,500000.0,2016-12-08
OyoRooms,Technology,New Delhi,Private Equity,62000000.0,2016-08-16
Hike,Technology,New Delhi,Private Equity,175000000.0,2016-08-16
Joolz,E-Commerce,Mumbai,Private Equity,500000.0,2016-08-16
SaleBhai,E-Commerce,Ahmedabad,Private Equity,1500000.0,2016-08-16
Makkajai,Technology,Pune,Seed Funding,250000.0,2016-08-16
Appknox,Technology,Bangalore,Private Equity,675000.0,2016-08-17
Quikr,Technology,Mumbai,Private Equity,20000000.0,2016-08-19
Digio,Technology,Bangalore,Private Equity,375000.0,2016-08-19
Puro Wellness,Healthcare,Mumbai,Private Equity,37000000.0,2016-08-22
Notesgen,Technology,New Delhi,Seed Funding,100000.0,2016-08-23
Octo.ai,Technology,New Delhi,Seed Funding,200000.0,2016-08-23
UnaAcademy,Technology,Bangalore,Private Equity,1000000.0,2016-08-24
Advenio,Technology,Chandigarh,Seed Funding,100000.0,2016-08-24
Guarented,E-Commerce,Bangalore,Seed Funding,500000.0,2016-08-24
Uber Dreams,E-Commerce,Mumbai,Seed Funding,500000.0,2016-08-24
UrbanLadder,E-Commerce,Mumbai,Private Equity,3000000.0,2016-08-24
Cult,Healthcare,Bangalore,Private Equity,3000000.0,2016-08-25
ZoomCar,Technology,Bangalore,Private Equity,24000000.0,2016-08-25
Plix,Technology,Gurgaon,Seed Funding,500000.0,2016-08-26
Mobikwik,Technology,Gurgaon,Private Equity,40000000.0,2016-08-26
MyDidi,Technology,Mumbai,Seed Funding,550000.0,2016-08-26
LoanTap,Technology,Mumbai,Private Equity,3000000.0,2016-08-29
Runnr,Technology,Bangalore,Private Equity,7000000.0,2016-08-29
Notion Press,Technology,Chennai,Private Equity,1000000.0,2016-08-29
LivSpace,Technology,Bangalore,Private Equity,15000000.0,2016-08-29
iAugmentor Labs,Technology,Gurgaon,Seed Funding,149000.0,2016-08-30
DayBox,Technology,New Delhi,Seed Funding,104000.0,2016-08-30
Paytm,E-Commerce,Bangalore,Private Equity,60000000.0,2016-08-30
CropIn,Technology,Bangalore,Private Equity,2000000.0,2016-08-30
Canvera,Technology,Bangalore,Private Equity,3000000.0,2016-08-30
Flyrobe,E-Commerce,Mumbai,Private Equity,5300000.0,2016-08-31
Venture Catalysts,Technology,Mumbai,Seed Funding,500000.0,2016-01-07
Playment,Technology,Bangalore,Private Equity,700000.0,2016-02-07
Curefit,Technology,Bangalore,Private Equity,15000000.0,2016-04-07
StitchWood,E-Commerce,Mumbai,Seed Funding,200000.0,2016-04-07
NeoGrowth,Finance,Mumbai,Private Equity,16000000.0,2016-04-07
SeeDoc,Technology,Gurgaon,Private Equity,1000000.0,2016-05-07
BookMyShow,Technology,Mumbai,Private Equity,82000000.0,2016-05-07
Flyrobe,E-Commerce,Mumbai,Seed Funding,1700000.0,2016-05-07
HappilyUnmarried,E-Commerce,New Delhi,Private Equity,740000.0,2016-06-07
Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Ahmedabad,Seed Funding,250000.0,2016-06-07
Wedding Wishlist,Technology,Chennai,Seed Funding,297000.0,2016-06-07
AppDaily,Technology,Mumbai,Private Equity,2000000.0,2016-07-07
Adytude,Technology,New Delhi,Private Equity,1000000.0,2016-07-07
HolaChef,Technology,Mumbai,Private Equity,1950000.0,2016-08-07
Purplle,E-Commerce,Mumbai,Private Equity,6000000.0,2016-11-07
Trak N Tell,Technology,Gurgaon,Private Equity,3500000.0,2016-11-07
Overcart.com,E-Commerce,Gurgaon,Private Equity,3000000.0,2016-11-07
SirionLabs,Technology,Gurgaon,Private Equity,12250000.0,2016-12-07
YAAP,Technology,New Delhi,Private Equity,5000000.0,2016-07-13
Twigly,Technology,Gurgaon,Seed Funding,600000.0,2016-07-13
ShareChat,Technology,Bangalore,Private Equity,1350000.0,2016-07-13
RentMojo,Technology,Bangalore,Private Equity,5000000.0,2016-07-13
Augrav,E-Commerce,Coimbatore,Seed Funding,450000.0,2016-07-14
ShoppinPal,Technology,Pune,Private Equity,1070000.0,2016-07-14
WorkApps,Technology,Pune,Seed Funding,1000000.0,2016-07-15
BankerBay,Technology,Bangalore,Private Equity,2000000.0,2016-07-15
TripShelf,E-Commerce,New Delhi,Seed Funding,250000.0,2016-07-15
Ridlr,Technology,Mumbai,Private Equity,6000000.0,2016-07-15
Yellowdig,Technology,Pune,Seed Funding,650000.0,2016-07-18
Zuppler,Technology,New Delhi,Seed Funding,650000.0,2016-07-18
BlueStone,E-Commerce,Mumbai,Private Equity,30000000.0,2016-07-18
Sagacito,Technology,New Delhi,Private Equity,10000000.0,2016-07-19
Deal4Loans / Wishfin,Technology,Noida,Private Equity,15000000.0,2016-07-19
NiYO Solutions,Technology,Bangalore,Private Equity,1000000.0,2016-07-19
AppLop,Technology,Gurgaon,Seed Funding,250000.0,2016-07-19
Tax2Win,Technology,Jaipur,Private Equity,1000000.0,2016-07-20
MyTaxiIndia,Technology,New Delhi,Private Equity,1000000.0,2016-07-21
Wiwigo,Technology,Bangalore,Seed Funding,595000.0,2016-07-21
Atomberg,Technology,Mumbai,Private Equity,1000000.0,2016-02-06
Limo,Technology,Mumbai,Private Equity,1000000.0,2016-02-06
GoGo Truck,Technology,Chennai,Seed Funding,75000.0,2016-03-06
Vyome Biosciences,Healthcare,New Delhi,Private Equity,2000000.0,2016-03-06
SillyMonks,Technology,Hyderabad,Seed Funding,448000.0,2016-06-06
KrazyBee,Technology,Bangalore,Private Equity,2000000.0,2016-07-06
Intgrea,Technology,Bangalore,Seed Funding,100000.0,2016-07-06
HelpShift,Technology,Pune,Private Equity,23000000.0,2016-07-06
CreditVidya,Technology,Mumbai,Private Equity,1000000.0,2016-07-06
Grey Campus,Technology,Hyderabad,Seed Funding,1000000.0,2016-08-06
ListUp,E-Commerce,Mumbai,Seed Funding,500000.0,2016-08-06
6Degree,Technology,Mumbai,Seed Funding,200000.0,2016-08-06
StoreKing,E-Commerce,Bangalore,Private Equity,16000000.0,2016-08-06
MySeniorDoctor,Technology,Gurgaon,Seed Funding,200000.0,2016-08-06
EPayLater,Technology,Mumbai,Seed Funding,2000000.0,2016-09-06
Paytunes,Technology,New Delhi,Private Equity,500000.0,2016-10-06
Bombay Shirt Company,E-Commerce,Mumbai,Private Equity,1000000.0,2016-06-13
Jivox,Technology,Bangalore,Private Equity,6000000.0,2016-06-14
Sminq,Technology,Pune,Seed Funding,1000000.0,2016-06-14
CureJoy,Technology,Bangalore,Private Equity,4400000.0,2016-06-14
Oneway.cab,Technology,Vadodara,Seed Funding,450000.0,2016-06-15
Diro Labs,Technology,New Delhi,Private Equity,450000.0,2016-06-16
Unnati Helpers,Technology,Gurgaon,Private Equity,600000.0,2016-06-16
Voonik,E-Commerce,Bangalore,Private Equity,20000000.0,2016-06-16
Cleartax,Technology,New Delhi,Private Equity,12000000.0,2016-06-17
Silvan Innovation Labs,Technology,Bangalore,Private Equity,900000.0,2016-06-17
GreytHR,Technology,Bangalore,Private Equity,5200000.0,2016-06-17
Onspoon,Technology,Mumbai,Seed Funding,150000.0,2016-06-21
Celerix,Technology,Bangalore,Seed Funding,400000.0,2016-06-21
NatureNama,Technology,Mumbai,Seed Funding,225000.0,2016-06-21
PrettySecrets,E-Commerce,Mumbai,Private Equity,6000000.0,2016-06-21
SpiderG,Technology,Pune,Seed Funding,150000.0,2016-06-22
FarEye,Technology,New Delhi,Private Equity,3500000.0,2016-06-23
The Uolo,Technology,Bangalore,Seed Funding,210000.0,2016-06-23
Drivify,Technology,Mumbai,Seed Funding,50000.0,2016-06-24
ParaBlu,Technology,Bangalore,Seed Funding,500000.0,2016-06-24
YourDost,Technology,Bangalore,Seed Funding,1200000.0,2016-06-27
Gomalon,Technology,Bangalore,Seed Funding,100000.0,2016-06-27
Travelyaari,Technology,Bangalore,Private Equity,3000000.0,2016-06-27
FabHotels,Technology,Gurgaon,Private Equity,8000000.0,2016-06-28
Locanix,Technology,Ahmedabad,Seed Funding,300000.0,2016-06-28
LendingKart,Technology,Ahmedabad,Private Equity,32000000.0,2016-06-28
Hello Tax,Technology,New Delhi,Seed Funding,295000.0,2016-06-28
LetReach,E-Commerce,New Delhi,Private Equity,100000.0,2016-06-29
TrendieApp,Technology,Kolkata,Seed Funding,50000.0,2016-06-29
Velvetcase,E-Commerce,Mumbai,Private Equity,1500000.0,2016-06-29
Meru Cabs,Technology,Mumbai,Private Equity,25000000.0,2016-06-30
Campus Diaries,Technology,Bangalore,Seed Funding,220000.0,2016-06-30
Biryani Blues,Food and Beverage,Gurgaon,Private Equity,368000.0,2016-06-30
Get My Parking,Technology,New Delhi,Seed Funding,376000.0,2016-01-05
Prescribez,Technology,Pune,Seed Funding,145000.0,2016-01-05
Mobikwik,Technology,Gurgaon,Private Equity,50000000.0,2016-03-05
Zwayam,Technology,Bangalore,Seed Funding,250000.0,2016-03-05
Zuver,Technology,Mumbai,Seed Funding,180000.0,2016-03-05
EasyRoads,Technology,Mumbai,Seed Funding,200000.0,2016-04-05
Lenskart,E-Commerce,New Delhi,Private Equity,60000000.0,2016-04-05
Seclore,Technology,Mumbai,Private Equity,12000000.0,2016-04-05
SolarTown,Technology,Chennai,Seed Funding,200000.0,2016-04-05
Comarete,Technology,Pune,Seed Funding,200000.0,2016-04-05
MyDentistChoice,E-Commerce,Hyderabad,Seed Funding,150000.0,2016-04-05
Affordplan,Technology,New Delhi,Seed Funding,500000.0,2016-04-05
Indee,Technology,Bangalore,Seed Funding,500000.0,2016-04-05
WebAlligator,Technology,Bangalore,Seed Funding,375000.0,2016-05-05
Locus,Technology,Bangalore,Private Equity,2750000.0,2016-09-05
Toko Innovations,Technology,Bangalore,Seed Funding,450000.0,2016-09-05
Rentickle,E-Commerce,New Delhi,Seed Funding,250000.0,2016-09-05
HealthifyMe,Technology,Bangalore,Private Equity,6000000.0,2016-10-05
Zarget,Technology,Chennai,Private Equity,1500000.0,2016-10-05
InnoNano Research,Technology,Chennai,Private Equity,18000000.0,2016-10-05
SchoolWear,E-Commerce,Mumbai,Seed Funding,1500000.0,2016-10-05
Swiggy,Technology,Bangalore,Private Equity,7000000.0,2016-10-05
Zenify,Technology,Bangalore,Private Equity,900000.0,2016-11-05
Fractal Analytics,Technology,Mumbai,Private Equity,100000000.0,2016-11-05
Unacademy,Technology,Bangalore,Seed Funding,500000.0,2016-12-05
Capital Float,Technology,Bangalore,Private Equity,25000000.0,2016-12-05
Life Circle,Healthcare,Hyderabad,Private Equity,150000.0,2016-12-05
StayZilla,Technology,Chennai,Private Equity,13500000.0,2016-05-13
Smartivity,E-Commerce,New Delhi,Private Equity,1000000.0,2016-05-16
TheSmartQ,Technology,Bangalore,Seed Funding,250000.0,2016-05-18
PurpleHealth,Technology,Trivandrum,Seed Funding,100000.0,2016-05-18
Appie,Technology,Mumbai,Seed Funding,1000000.0,2016-05-19
TaxiVaxi,Technology,New Delhi,Seed Funding,500000.0,2016-05-19
Veqta,Technology,New Delhi,Seed Funding,500000.0,2016-05-19
i2ifunding,Technology,Noida,Seed Funding,300000.0,2016-05-20
Hoppingo,Technology,New Delhi,Seed Funding,89000.0,2016-05-23
Goalwise,Technology,Bangalore,Seed Funding,1000000.0,2016-05-24
Address Health,Healthcare,Bangalore,Private Equity,1500000.0,2016-05-25
Arcatron Mobility,Technology,Pune,Seed Funding,100000.0,2016-05-25
Cleartax,Technology,Bangalore,Private Equity,2000000.0,2016-05-26
mChamp,Technology,New Delhi,Seed Funding,475000.0,2016-05-26
Vahanalytics,Technology,Mumbai,Seed Funding,200000.0,2016-05-30
Koovs,E-Commerce,New Delhi,Private Equity,4400000.0,2016-05-31
CCavenue,Technology,Mumbai,Private Equity,8900000.0,2016-05-31
MachaDalo,Technology,Mumbai,Seed Funding,175000.0,2016-05-31
Dil Mil,Technology,Bangalore,Private Equity,2700000.0,2016-01-04
Hungama,Technology,Mumbai,Private Equity,25000000.0,2016-04-04
gear6,Technology,Bangalore,Seed Funding,500000.0,2016-06-04
MyGlamm,Technology,Mumbai,Private Equity,6000000.0,2016-06-04
Petoo,Technology,Bangalore,Private Equity,1000000.0,2016-06-04
imedilane,Technology,New Delhi,Seed Funding,40000.0,2016-08-04
Living Local,Technology,Mumbai,Seed Funding,200000.0,2016-11-04
Oyo,Technology,New Delhi,Private Equity,100000000.0,2016-11-04
PriceRaja,Technology,Gurgaon,Seed Funding,300000.0,2016-11-04
MagicX,Technology,Bangalore,Seed Funding,1000000.0,2016-12-04
Legalraasta,Technology,New Delhi,Seed Funding,1000000.0,2016-04-13
RainCan,Technology,Pune,Seed Funding,150000.0,2016-04-13
Hippily,E-Commerce,Mumbai,Seed Funding,250000.0,2016-04-13
kredX,E-Commerce,Bangalore,Seed Funding,750000.0,2016-04-13
BeaconsTalk,Technology,Mumbai,Seed Funding,100000.0,2016-04-14
RenewBuy,Technology,New Delhi,Seed Funding,1000000.0,2016-04-15
Vyomo,Technology,New Delhi,Private Equity,15000000.0,2016-04-15
NestAway,Technology,Bangalore,Private Equity,30000000.0,2016-04-15
Tapchief,Technology,Bangalore,Seed Funding,150000.0,2016-04-15
Jugnoo,Technology,Chandigarh,Private Equity,10000000.0,2016-04-18
Betaout,E-Commerce,Noida,Private Equity,1500000.0,2016-04-19
DriversCart,Technology,Chennai,Seed Funding,450000.0,2016-04-19
CollegeDekho,Technology,New Delhi,Private Equity,2000000.0,2016-04-19
1mg,E-Commerce,Gurgaon,Private Equity,15000000.0,2016-04-20
Licious,E-Commerce,Bangalore,Private Equity,3000000.0,2016-04-22
TOKO Innovation Studios,Technology,New Delhi,Seed Funding,450000.0,2016-04-22
Commut,Technology,Hyderabad,Seed Funding,200000.0,2016-04-25
Dropkaffe,Food and Beverage,Bangalore,Seed Funding,550000.0,2016-04-25
Transerv,Technology,Mumbai,Private Equity,15000000.0,2016-04-26
ClearTax,Technology,Bangalore,Private Equity,1300000.0,2016-04-26
Roposo,E-Commerce,Gurgaon,Private Equity,15000000.0,2016-04-26
MilkBasket,Technology,Gurgaon,Seed Funding,500000.0,2016-04-27
ICHR,Technology,New Delhi,Seed Funding,450000.0,2016-04-27
The Wedding Brigade,Technology,Mumbai,Seed Funding,600000.0,2016-04-28
DocsApp,Technology,Bangalore,Private Equity,1200000.0,2016-04-28
Impact Guru,Technology,Mumbai,Seed Funding,500000.0,2016-04-29
LetReach,E-Commerce,New Delhi,Private Equity,100000.0,2016-04-29
MoMark,Technology,Noida,Private Equity,600000.0,2016-02-03
Systemantics,Technology,Bangalore,Private Equity,1400000.0,2016-02-03
Shouut,Technology,New Delhi,Seed Funding,500000.0,2016-03-03
Aahaa,E-Commerce,Chennai,Private Equity,1000000.0,2016-04-03
FTCash,Technology,Kolkata,Seed Funding,150000.0,2016-04-03
Zappka,Technology,Gurgaon,Seed Funding,100000.0,2016-04-03
medECUBE,Healthcare,Gurgaon,Private Equity,4000000.0,2016-04-03
N.O.W,Technology,Noida,Seed Funding,500000.0,2016-07-03
Ninjacart,E-Commerce,Bangalore,Private Equity,3000000.0,2016-07-03
Reach,Technology,Bangalore,Seed Funding,500000.0,2016-07-03
Vanity Cube,Technology,New Delhi,Seed Funding,250000.0,2016-07-03
Medidaili,Technology,Bangalore,Seed Funding,100000.0,2016-07-03
LoveCycles,Technology,Bangalore,Seed Funding,750000.0,2016-08-03
Kartrocket,E-Commerce,New Delhi,Private Equity,8000000.0,2016-08-03
dunzo,Technology,Bangalore,Seed Funding,650000.0,2016-08-03
SmartVizX,Technology,Noida,Seed Funding,500000.0,2016-09-03
Nukkad Shops,Technology,Hyderabad,Seed Funding,1000000.0,2016-09-03
Justride,Technology,Mumbai,Seed Funding,400000.0,2016-09-03
Big Fish Ventures,Food and Beverage,New Delhi,Private Equity,11100000.0,2016-10-03
Icertis,Technology,Pune,Private Equity,15000000.0,2016-10-03
Supplified,E-Commerce,New Delhi,Seed Funding,1000000.0,2016-10-03
PinkBlue,E-Commerce,Bangalore,Seed Funding,223608.0,2016-03-14
FlipClass,Technology,Bangalore,Private Equity,1000000.0,2016-03-15
Proximit,Technology,Pune,Seed Funding,150000.0,2016-03-15
WithMe,Technology,Gurgaon,Seed Funding,250000.0,2016-03-15
Gapoon,Technology,Bangalore,Seed Funding,180000.0,2016-03-16
Wealthy,Technology,Bangalore,Seed Funding,250000.0,2016-03-16
Pramati,Healthcare,Noida,Seed Funding,200000.0,2016-03-17
Qlivery,Technology,Gurgaon,Seed Funding,230000.0,2016-03-17
HealthEnablr,Technology,Mumbai,Seed Funding,800000.0,2016-03-17
Liftiee,Technology,Mumbai,Seed Funding,108000.0,2016-03-17
Hello Curry,Food and Beverage,Hyderabad,Private Equity,1500000.0,2016-03-18
goSporto,Technology,New Delhi,Seed Funding,30000.0,2016-03-19
Room On Call,Technology,Gurgaon,Private Equity,2000000.0,2016-03-21
Byju\\xe2\\x80\\x99s,Technology,Bangalore,Private Equity,75000000.0,2016-03-22
